id,rule_id,rule_slug_name,feature_name,feature_slug_name,is_active,created_at,updated_at,description,feature_type,is_production
2e64a2e3-9326-45a8-a3de-ced37ea11bce,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,count written off unique creditor 2y,count_written_off_unique_creditor_2y,true,2020-09-02 09:32,2020-09-02 09:32,Count of unique creditors from written off contracts within 2 year,INTEGER,true
42f12676-2d37-4459-a2c6-d354da718c05,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,months from bpjstk lama tunggakan,months_from_bpjstk_lama_tunggakan,true,2020-08-19 04:01,2020-09-02 09:32,"Number of months from BPJSTK tunggakan. -98 if applicant has BPJSTK but never requested tunggakan, -99 if BPJSTK does not exist.",INTEGER,true
bdf093b6-b14d-4fb0-8c00-083d074bcd69,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,sum contracts outstanding,sum_contracts_outstanding,true,2020-09-02 09:32,2020-09-02 09:32,Sum contracts outstanding amount with status GrantedAndActivated. The Pefindo contracts are filtered on createdAt before submit date,FLOAT,true
0a0364da-e979-4790-8b8a-e1979ff6a3b5,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,sum credit card outstanding,sum_credit_card_outstanding,true,2020-09-02 09:32,2020-09-02 09:32,Sum credit card contracts outstanding amount with status GrantedAndActivated. The Pefindo contracts are filtered on createdAt before submit date,FLOAT,true
2022e1c2-3562-4642-8a00-66a92ef2a559,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,percentage outstanding credit card active,percentage_outstanding_credit_card_active,true,2020-09-02 09:32,2020-09-02 09:32,Sum of active credit card contracts outstanding amount over sum of  active credit card contracts maximum limit,FLOAT,true
460a1bed-17f4-4fd7-92a9-9c5fb2aaf108,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,count outstanding amount active cc,count_outstanding_amount_active_cc,true,2020-09-02 09:32,2020-09-02 09:32,Count of active cc contracts with outstanding amount,INTEGER,true
b64336b0-a4b1-46a8-ab9f-f8bd79d6c00d,7799745b-eb23-4bb3-8e65-53678d2a3ae9,DtlabDataRule,food interests in email match,food_interests_in_email_match,true,2020-09-02 09:32,2020-09-02 09:32,The number of 'food' in interest list. Returns a positive number if 'food' is in user's email interest list,INTEGER,true
e77a5078-ead5-4790-9d88-b8206c3366d6,7799745b-eb23-4bb3-8e65-53678d2a3ae9,DtlabDataRule,no email dtlab match email,no_email_dtlab_match_email,true,2020-09-02 09:32,2020-09-02 09:32,"No email in dtlab data. For users that does not have email in dtlab, returns 1 when application email matches with applicant name, returns 0 otherwise.",INTEGER,true
67130e33-b382-430e-8485-b62f03a2ffe6,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,no whatsapp and no izi mobile inquiries,no_whatsapp_and_no_izi_mobile_inquiries,true,2020-09-10 06:39,2020-09-10 06:39,Mobile Phone Number does not have whatsapp and mobile inquiries total,INTEGER,true
76db6ca6-e1b8-4b0d-9f38-97489e87ebb2,56631c22-e3d4-489b-bf75-967622d2e839,DeviceRule,phone model class browser,phone_model_class_browser,true,2020-09-10 06:39,2020-09-10 06:39,Applicant's phone model from browser user agent is categorized to cheap / expensive / iphone / other,STRING,true
edfdbd41-0ed4-46ac-8e5e-f844bfba0aea,7799745b-eb23-4bb3-8e65-53678d2a3ae9,DtlabDataRule,verified izi mobile phone whatsapp,verified_izi_mobile_phone_whatsapp,true,2020-09-10 06:39,2020-09-10 06:39,Verify the ownership of whatsapp number by dtlab phone,STRING,true
9b5787f9-3def-4e35-a1eb-b46015b31996,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max dpd credit card active,max_dpd_credit_card_active,true,2020-09-16 08:46,2020-09-16 08:46,Maximum day past due active CreditCard contracts,INTEGER,true
ef4e3c93-8106-42c3-99ac-b8dd48cefb3d,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,max dpd non credit card 1y,max_dpd_non_credit_card_1y,true,2020-09-16 08:46,2020-09-16 08:46,"Maximum days past due in the last 1 year, not including credit card",INTEGER,true
4585b273-efc4-4c24-b986-981d1f6c70e8,b0ccb04a-ea2f-45c2-a6b2-847f808cef69,HibpDataRule,hibp name match,hibp_name_match,true,2021-01-13 06:20,2021-01-13 06:20,"Number of websites applican'ts email address have been breached in, according to haveibeenpawned.com on matching email_username and apllicant's name",INTEGER,true
550ceccf-9834-4cc2-a80c-3b243546ae36,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,current company job title,current_company_job_title,true,2020-09-21 04:36,2020-10-19 07:08,The function would return the current company job title of applicant.,STRING,true
7376f883-4f5b-4c20-a773-2d8786297e14,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,number of related user id,number_of_related_user_id,true,2020-10-19 07:08,2020-11-25 08:17,Number of related userId.,INTEGER,true
6d78c532-3bab-4a41-b027-5ad124d3aab0,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,strongly connected order id category,strongly_connected_order_id_category,true,2020-10-19 07:08,2020-11-25 08:17,Category of orderId based on related application by related_app_by_device,STRING,true
1d1bbc7c-cb1d-4365-bf84-8e71d811a720,70b0e0a9-4553-40a7-ae84-11cbc8b23cb5,OrderDataRule,current company address match,current_company_address_match,true,2019-12-27 10:32,2019-12-27 10:32,,INTEGER,true
55b26544-0b96-4b0b-8410-9615a9748b88,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,weakly connected order id category,weakly_connected_order_id_category,true,2020-10-19 07:08,2020-11-25 08:17,Category of orderId based on related application by related_app_by_device,STRING,true
3e3f659d-5fd9-4f4d-a6e4-6452e6406f5d,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,number of related previous cashloan order id,number_of_related_previous_cashloan_order_id,true,2020-11-25 08:17,2020-11-25 08:17,Number of related previous cashloan orderId.,INTEGER,true
a230831e-b875-4f54-be83-54df055b2c76,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,number of related previous cashloan order id in last 1 year,number_of_related_previous_cashloan_order_id_in_last_1_year,true,2020-11-25 08:17,2020-11-25 08:17,Number of related previous cashloan orderId within 1 year.,INTEGER,true
92a30646-4477-41ed-89a0-0a83d593f0f4,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,number of related previous cashloan order id rejected in last 1 year,number_of_related_previous_cashloan_order_id_rejected_in_last_1_year,true,2020-11-25 08:17,2020-11-25 08:17,Number of related previous cashloan rejected orderId within 1 year.,INTEGER,true
45d72ae4-d604-4941-b18b-9bc08deb89e2,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,percentage of calculated max day past due 3 contract due date before submit 1y,percentage_of_calculated_max_day_past_due_3_contract_due_date_before_submit_1y,true,2020-11-25 08:17,2020-11-25 08:17,Count FDC contracts with calculated max day past due 3++ over count of FDC contracts within 1 year. The FDC contracts are filtered on next due date before submit date,FLOAT,true
e804719b-3040-4f75-8688-49572ee4b088,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,percentage of calculated max day past due 15 contract due date before submit 1y,percentage_of_calculated_max_day_past_due_15_contract_due_date_before_submit_1y,true,2020-11-25 08:17,2020-11-25 08:17,Count FDC contracts with calculated max day past due 15++ over count of FDC contracts within 1 year. The FDC contracts are filtered on next due date before submit date,FLOAT,true
92a8fcab-a4ac-4666-98ea-e52f22f7578c,cc7373d9-d028-44bc-b508-5f3119a08cca,BpjsRule,is bpjs,is_bpjs,true,2019-12-27 10:32,2020-07-14 14:21,Whether user is BPJS segment; connected BPJS account,INTEGER,true
6b038c3f-65a2-4d0c-b165-1da6382038e9,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,percentage of calculated max day past due 90 contract due date before submit 1y,percentage_of_calculated_max_day_past_due_90_contract_due_date_before_submit_1y,true,2020-11-25 08:17,2020-11-25 08:17,Count FDC contracts with calculated max day past due 90++ over count of FDC contracts within 1 year. The FDC contracts are filtered on next due date before submit date,FLOAT,true
71993cd8-6ce5-4c90-b233-5f52abc8a1a6,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,fdc count dpd 90d,fdc_count_dpd_90d,true,2020-11-25 08:17,2020-11-25 08:17,Count unique organizer id that ever has DPD 90,FLOAT,true
ed4169ca-05e2-4360-bfa1-c1c619461d4b,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,fdc count dpd 90d 1y,fdc_count_dpd_90d_1y,true,2020-11-25 08:17,2020-11-25 08:17,Count unique organizer id that ever has DPD 90 within 1 year,FLOAT,true
63044eef-9b06-466c-8879-469eecbe69b4,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,fdc max dpd above 100k 1y,fdc_max_dpd_above_100k_1y,true,2020-11-25 08:17,2020-11-25 08:17,Max calculated max day past due with amount disbursed> 100k within 1 year.,FLOAT,true
f07ebaf9-4dd0-41c8-b076-b5493a614435,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,fdc count unique month paid 1y,fdc_count_unique_month_paid_1y,true,2020-11-25 08:17,2020-11-25 08:17,Count unique month contract paid within 1 year,FLOAT,true
d9838d57-7e6b-47ce-b2e5-658f91b3193b,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,pefindo max phone number match,pefindo_max_phone_number_match,true,2021-01-13 06:20,2021-01-13 06:20,Maximum values between pefindo_individuals_phone_number_match and pefindo_info_histories_phone_number_match,INTEGER,true
029683e6-1e54-4b9c-959a-17de739218c1,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 360 720 max,izi_mobile_phone_number_top_up_behaviors_topup_360_720_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
598f7a90-539e-4b68-b469-306eda319b3c,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 360 720 min,izi_mobile_phone_number_top_up_behaviors_topup_360_720_min,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
15b935a4-da46-445c-ae2a-700e8ea6b0e7,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,reference in contact,reference_in_contact,false,2019-09-26 17:41,2020-07-14 14:21,Return whether the reference contact number is exist in the phone's contact book.,STRING,true
481e04f3-b59c-4ed2-b1c8-766e79f091ae,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,gps density,gps_density,true,2019-11-18 08:37,2020-07-14 14:21,Number of companies within the same GPS point grid. Grid is created by dividing the max/min longitude and latitude of Indonesia to 1000 x 1000 grid,STRING,true
afa6868b-2176-46d5-803a-757cf65d37f0,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,living city,living_city,true,2019-12-27 10:32,2020-07-14 14:21,Applicant's stated resident city in application form,STRING,true
53425c4e-c381-4d5c-828d-0460a4045c1b,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,working city,working_city,true,2019-12-27 10:32,2020-07-14 14:21,Applicant's stated company city in application form,STRING,true
41048e52-ba0c-473a-b249-775e36170319,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,applicant age,applicant_age,true,2019-12-27 10:32,2020-07-14 14:21,Applicant's age at time of submit,INTEGER,true
43757c8c-b50e-4b9c-ab7a-c3feb03aa2e7,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,applicant profession,applicant_profession,true,2019-12-27 10:32,2020-07-14 14:21,Applicant's type of job (pegawai swasta/bumn/etc),STRING,true
48db1cc6-4853-4d37-b5fe-4f41aa43d462,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,applicant submitted income,applicant_submitted_income,true,2019-12-27 10:32,2020-07-14 14:21,User submit income in application form,INTEGER,true
3a690ac6-b367-420a-ac13-34399f462383,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,requested loan amount,requested_loan_amount,true,2019-12-30 04:25,2020-07-14 14:21,Applicant's requested loan amount,INTEGER,true
079dafdb-38ca-4cd1-9ddf-ee7923bfe970,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,age male,age_male,true,2020-01-23 08:33,2020-07-14 14:21,"Applicant's age when gender is male, -99 when female",INTEGER,true
90a67af6-ff00-4b39-9c4b-82c70f431cc5,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,age female,age_female,true,2020-01-23 08:33,2020-07-14 14:21,"Applicant's age when gender is female, -99 when male",INTEGER,true
651437db-5755-4e19-8c9e-a2eb7b7d11ce,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,number of substrings in reference fullname,number_of_substrings_in_reference_fullname,true,2020-06-02 03:43,2020-07-14 14:21,Number of substrings in referenceFullName,INTEGER,true
f09a2a14-6ed0-425e-9c4b-dec8dbf124f4,b77ee16e-18d1-4ee3-b422-73f526d2ab76,FillingAppsBehaviorRule,time filling the apps,time_filling_the_apps,true,2019-09-26 17:41,2020-07-14 14:21,Time of day (0-23) when application was submitted,INTEGER,true
e1e1ae45-238f-45e0-ae6c-565f4ec9998d,a258140d-27a7-4433-81b2-f1decdc104fe,GojekDataRule,gopay amount topup,gopay_amount_topup,true,2019-12-27 10:32,2020-07-14 14:21,Tongdun - Total amount paid for gopay topup,INTEGER,true
f9311755-523e-46b3-84d3-4c06d2df1ba4,8e397203-5c68-4e0c-9908-ab31fd456485,HandphoneDataRule,number of incoming call in 60 days divide by number of missed call in 60 days,number_of_incoming_call_in_60_days_divide_by_number_of_missed_call_in_60_days,false,2019-09-26 17:41,2020-07-14 14:21,,FLOAT,true
c601cf98-e9b6-4e9c-880a-411f5a9dc83e,91842b39-e72c-4748-ba08-e027520cae51,IncomeRule,income,income,true,2019-09-26 17:41,2020-07-14 14:21,Applicant's stated income at application form,FLOAT,true
61bea8d4-8f1c-4573-b6d6-924f01798f31,91842b39-e72c-4748-ba08-e027520cae51,IncomeRule,verified income bpjs,verified_income_bpjs,true,2019-12-13 04:23,2020-07-14 14:21,The amount of income based on BPJS information in the last 3 months,FLOAT,true
e6c4fc23-1454-4259-ab80-fafc44f3c967,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,app list score,app_list_score,true,2019-12-30 04:25,2020-07-14 14:21,Risk probability for users based on application list,FLOAT,true
7d28ed75-ca20-4733-8fdc-4732c1af1943,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,low risk lifestyle app score,low_risk_lifestyle_app_score,true,2020-01-23 08:33,2020-07-14 14:21,Likelihood score for applications to belong to low risk lifestyle app,FLOAT,true
5179c7cd-a93c-4a2d-983d-14af7615aacd,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,low risk loan app score,low_risk_loan_app_score,true,2020-01-23 08:33,2020-07-14 14:21,Likelihood score for applications to belong to low risk loan app,FLOAT,true
99e8bd27-e34b-4447-a1d3-401f9339eacd,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,non ojk loan app score,non_ojk_loan_app_score,true,2020-01-23 08:33,2020-07-14 14:21,Likelihood score for applications to belong to high risk loan app,FLOAT,true
555aad8e-2f61-43c5-a9ea-eb7cc9d2e051,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,number of high risk games,number_of_high_risk_games,true,2019-09-26 17:41,2020-07-14 14:21,Count of applications that are categorized as high risk games,INTEGER,true
bba8cd52-ba4f-4ca3-83f2-abae30a8dfb6,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,number of lifestyle apps,number_of_lifestyle_apps,true,2019-09-26 17:41,2020-07-14 14:21,Count of applications that are categorized as lifestyle apps,INTEGER,true
0ad38222-3146-4d96-92b6-883a55da58ef,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,number of low risk lifestyle apps,number_of_low_risk_lifestyle_apps,true,2019-09-26 17:41,2020-07-14 14:21,Count of applications that are categorized as low risk lifestyle apps,INTEGER,true
a9028bdf-1807-432e-9cd4-2e2313755be5,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,number of low risk loan apps,number_of_low_risk_loan_apps,true,2019-09-26 17:41,2020-07-14 14:21,Count of lending apps that are not registered in OJK,INTEGER,true
19ea1e5f-0154-4ba8-9a19-2ed41ff03117,da8dbec4-e3a6-4128-a86e-51725a0fdadc,InstalledAppRule,number of non ojk loan apps,number_of_non_ojk_loan_apps,true,2019-11-08 06:10,2020-07-14 14:21,Count of loan/finance related applications that are not registered in OJK/BI,INTEGER,true
f9920350-5be8-4a35-bfe8-33419b3a4862,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,avg amount disbursed total,avg_amount_disbursed_total,true,2020-06-02 03:43,2020-07-14 14:22,Average amount disbursed from FDC data,FLOAT,true
571dc01c-39fc-4177-a21d-8d97a595a346,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,gps score,gps_score,true,2020-12-09 02:49,2020-12-09 02:49,Scoring by gps location,FLOAT,true
92646078-3690-427f-97c1-d1d0a266880a,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi number of bad institutions total,izi_number_of_bad_institutions_total,true,2020-12-09 02:49,2020-12-09 02:49,Number of bad (associated with high bad rate) financial institutions associated with applicant's phone number or KTP,INTEGER,true
b249616c-f4e1-4732-bff8-790fbdd9a1c5,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi number of lowcount institutions total,izi_number_of_lowcount_institutions_total,true,2020-12-09 02:49,2020-12-09 02:49,Number of low count (smaller p2ps are deemed higher risk) financial institutions associated with applicant's phone number or KTP,INTEGER,true
1b7902a1-0a75-49fc-bb27-8ca50931186a,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,prev max tenure,prev_max_tenure,true,2020-12-09 02:49,2020-12-09 02:49,Maximum tenure in previous application (ATH) or transaction (TRX).,INTEGER,true
3cc6d1e9-ba0a-4b88-b299-b22081f11a08,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,prev payments ratio dpd 1,prev_payments_ratio_dpd_1,true,2020-12-09 02:49,2020-12-09 02:49,Ratio of payments with dpd 1 over count of all payments.,FLOAT,true
99b4c8b7-3f44-4f58-aa3c-043841831a47,cdc123d7-baf7-48e8-9eb6-6ae740e61c45,PreviousApplicationRule,prev payments count early,prev_payments_count_early,true,2020-12-09 02:49,2020-12-09 02:49,Count of payments with payment before due date.,INTEGER,true
71436733-92e8-4555-a8f6-9e98b4fed3e0,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,discounted sum outstanding late 9mo,discounted_sum_outstanding_late_9mo,true,2020-12-09 02:49,2020-12-09 02:49,"Sum outstanding late of contracts within 9 months, discounted by DPD/30 if DPD is less than 30.",FLOAT,true
2d88e63d-488b-47d8-8931-e422b5627f14,dc0c57e6-0dff-4552-af18-964ebc2bec18,BlibliPartnerFeatureRule,blibli account age rule,blibli_account_age_rule,true,2020-12-09 02:49,2020-12-09 02:49,The function would return account age in string category,STRING,true
51cb1022-b38e-4ea7-befa-472098439891,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 180 min,izi_mobile_phone_number_top_up_behaviors_topup_0_180_min,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
ca21599c-6acb-4856-a918-b6573c72d0ff,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 360 avg,izi_mobile_phone_number_top_up_behaviors_topup_0_360_avg,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
287d3f94-ea2a-4ef3-b8a8-c5cb547181b1,dc0c57e6-0dff-4552-af18-964ebc2bec18,BlibliPartnerFeatureRule,blibli account age in days,blibli_account_age_in_days,true,2020-12-09 02:49,2020-12-09 02:49,"The function would return account age, eg: 856",INTEGER,true
0a04a306-6f09-4bb1-9a60-dc6b0fd734be,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,fdc count dpd 15d 6mo,fdc_count_dpd_15d_6mo,true,2020-12-09 02:49,2020-12-09 02:49,Count unique organizer id that ever has DPD 15 within 6 months,FLOAT,true
81bb0aaa-911d-4210-8784-a80eccd43e69,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,fdc max dpd above 100k 9mo,fdc_max_dpd_above_100k_9mo,true,2020-12-09 02:49,2020-12-09 02:49,Max calculated max day past due with amount disbursed> 100k within 9 months.,FLOAT,true
67887187-2293-402e-bd7c-865e138e5af9,a4a34a93-3f74-4818-991a-1fc8a0a0515e,FDCDataRule,fdc count unique month paid 9mo,fdc_count_unique_month_paid_9mo,true,2020-12-09 02:49,2020-12-09 02:49,Count unique month contract paid within 9 months,FLOAT,true
e1be574f-7b3f-4d01-a06f-1b22a61fcc67,e7830471-fb01-4c39-8bc5-1561607d05e7,TiketPartnerFeatureRule,tiket account age,tiket_account_age,true,2020-12-09 02:49,2020-12-09 02:49,The function would return account age in string category,STRING,true
02180b7a-9d2c-4108-a3b8-087bf9bf95c5,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,lgbm score,lgbm_score,true,2020-12-09 02:49,2020-12-09 02:49,Scoring using black box (lgbm) model to be used as proof of concept,INTEGER,true
e759376c-b5c9-4e1a-9506-8598c7448b13,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 360 times,izi_mobile_phone_number_top_up_behaviors_topup_0_360_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
508f8df0-f6b9-4114-a6d0-07baaa4bee02,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 360 max,izi_mobile_phone_number_top_up_behaviors_topup_0_360_max,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
71c4bf9c-0ec5-498d-9972-78db001a68ca,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 0 360 min,izi_mobile_phone_number_top_up_behaviors_topup_0_360_min,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
91dc81cd-76bc-4093-9df1-9c3cbe9c340f,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number top up behaviors topup 60 90 times,izi_mobile_phone_number_top_up_behaviors_topup_60_90_times,false,2019-12-10 12:13,2020-04-06 11:06,,INTEGER,true
aaf3af5c-cbb1-44c3-b3e4-1b11dcfc7867,25c77cb9-d4e3-44ca-889c-9a663d95c696,ApplicationDataRule,lending apps,lending_apps,false,2019-09-26 17:41,2020-07-14 14:21,"How many ""loan"" apps installed on the user devices. The limit is a dictionary which will be used to defined the min and max bound limit of how many app is installed.",INTEGER,true
2e13c3e8-df84-4728-ac3d-b33b629fa842,25c77cb9-d4e3-44ca-889c-9a663d95c696,ApplicationDataRule,ms office apps,ms_office_apps,false,2019-09-26 17:41,2020-07-14 14:21,"How many ""office"" apps that user has installed on his or her devices. The limit is used to check whether the count of apps is more or less than expected.",INTEGER,true
a3e2ab88-14af-4bc4-865d-900ba57dec69,fa9eec78-25d5-4b1a-9a8a-bf1be224d271,BankAccountRule,loan instalment to income ratio,loan_instalment_to_income_ratio,false,2019-09-26 17:41,2020-07-14 14:21,"As known as, debt to burden ratio. The `custom_limit` indicate the limit for respective loan instalment to income ratio class in percentage.",FLOAT,true
cff0b3e9-1b23-4cdf-a868-d0b5251c1c6b,fa9eec78-25d5-4b1a-9a8a-bf1be224d271,BankAccountRule,number of p2p payment received,number_of_p2p_payment_received,true,2019-09-26 17:41,2020-07-14 14:21,Amount of other P2P payment listed in their bank mutations,INTEGER,true
dd209b13-77a3-4bb0-988b-697b343b58a9,fa9eec78-25d5-4b1a-9a8a-bf1be224d271,BankAccountRule,surplus bank statement,surplus_bank_statement,false,2019-09-26 17:41,2020-07-14 14:21,Check whether the total sum of credit subtracted with sum of debit in bank mutations is more or less than 0.,FLOAT,true
e992e4ce-688c-4f55-a7d4-a12f9a0e0fa8,3a062ec8-fd82-42e4-9304-b1c23175ff8b,DemographicRule,ever 30DPD last 3 months,ever_30DPD_last_3_months,false,2019-09-26 17:41,2020-07-14 14:21,Check whether the applicant has a loan that has passedits due more than 30 days. The loan will be marked with label `PAST_30_DPD` if it has passed its due more than 30 days.,BOOLEAN,true
110b79a8-23b0-4de8-a8e6-a8cf9142723b,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number interest preferences bank 060d,izi_mobile_phone_number_interest_preferences_bank_060d,true,2019-12-10 12:13,2020-07-14 14:21,User's preference behavior characteristics in bank category on 60 days window period,INTEGER,true
5cc2a3fa-c979-49f2-9d52-43498ad5d83c,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number interest preferences bank 180d,izi_mobile_phone_number_interest_preferences_bank_180d,true,2019-12-10 12:13,2020-07-14 14:21,User's preference behavior characteristics in bank category on 180 days window period,INTEGER,true
5df7e702-e465-47b6-a90f-0c229026ad9c,8c601497-68f9-40a3-8871-d9294aef1c86,IziDataRule,izi mobile phone number interest preferences bank 270d,izi_mobile_phone_number_interest_preferences_bank_270d,true,2019-12-10 12:13,2020-07-14 14:21,User's preference behavior characteristics in bank category on 270 days window period,INTEGER,true
2cc8227f-6839-4c64-bcfe-6ecc3efcfd7b,273dd24a-afec-4caa-ba05-9dfa5c23f409,LendingFacilitiesRule,miss loan payment in one months,miss_loan_payment_in_one_months,false,2019-09-26 17:41,2020-07-14 14:22,"how many ""context"" data the application that got labeled as ""LATE"" within one month. The limit is used to setup the bound min and max limit of how many missed loan payment is acceptable.",INTEGER,true
7d80432a-552c-419c-996e-73a3e536cb4a,ceda22e6-28f8-41f3-b4bf-69941eaae977,OtherAlternativesRule,number of new loan on sms and email in one month,number_of_new_loan_on_sms_and_email_in_one_month,false,2019-09-26 17:41,2020-07-14 14:22,The function will score the application for a new loan exists in the last month only from sms and email logs.,INTEGER,true
f46b3f4e-b742-4200-ad12-50185a76131c,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,pefindo discounted sum outstanding late,pefindo_discounted_sum_outstanding_late,true,2020-12-09 02:49,2020-12-09 02:49,"Sum of past due amount late discounted by min(dpd, 30)/30 in pefindo",FLOAT,true
5ef0e53c-b245-4838-9bed-ac69ab1c5a7a,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,pefindo paylater discounted sum outstanding late,pefindo_paylater_discounted_sum_outstanding_late,true,2020-12-09 02:49,2020-12-09 02:49,"Sum of past due amount late discounted by min(dpd, 30)/30 for paylater contracts in pefindo",FLOAT,true
b03495d3-1244-4b27-ac19-8d7b8df622c2,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,count contracts cashloan creditor 1y,count_contracts_cashloan_creditor_1y,true,2020-12-09 02:49,2020-12-09 02:49,Count of contracts from cashloan creditors in the last 1 year in pefindo,INTEGER,true
49c313a1-3d59-4ed4-b88d-d9a447418be3,442474bc-8c1f-42a8-b292-fc88bdf1b1e5,PefindoDataRule,count unique cashloan creditor 1y,count_unique_cashloan_creditor_1y,true,2020-12-09 02:49,2020-12-09 02:49,Count of unique cashloan creditors in the last 1 year in pefindo,INTEGER,true
